CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA-UNIDOS,MTS,A.S.,APP,DEMOCRATAS,A-UPP,PDC,UN,CAOP,APB-SUMATE,LIBRE,NGP,CAOCH,CONACH-W,CSUTOAPCH,A-P,ASCAP,JAP,S-P,MNR,POR
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005427,15,16,27,32,3,1,2,7,4,6,13,10,23,,,,,4,13,6,25,
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005437,16,20,28,16,6,1,1,7,2,5,20,8,24,,,,,15,6,15,31,
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005447,17,26,33,16,7,0,4,0,3,5,15,12,29,,,,,3,3,8,30,
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005457,18,20,18,13,7,1,4,2,7,7,22,15,21,,,,,2,13,11,27,
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005467,19,17,34,15,6,2,0,6,5,1,23,6,28,,,,,8,8,17,24,
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005477,20,24,34,16,4,0,2,3,4,2,21,6,36,,,,,3,10,16,24,
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005487,21,20,27,13,5,0,0,2,4,3,19,10,36,,,,,2,10,15,21,
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001107,1,20,34,9,7,0,0,2,6,2,23,7,17,,,,,2,12,14,27,
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001117,2,26,27,21,5,1,2,0,6,2,21,3,25,,,,,2,9,17,28,
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001127,3,16,32,13,9,0,0,1,8,1,23,7,38,,,,,4,7,9,35,
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001137,4,30,29,13,3,0,5,3,2,6,34,7,24,,,,,1,8,9,28,
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001147,5,26,18,16,6,0,1,2,2,5,19,7,39,,,,,4,5,16,44,
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001157,6,3,6,1,3,0,1,0,1,0,2,2,7,,,,,0,2,4,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003927,1,28,36,24,7,3,2,3,6,5,13,8,10,,,,,6,9,9,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003937,2,23,42,27,5,0,2,12,3,3,18,7,18,,,,,2,5,18,17,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003947,3,20,33,32,3,2,0,3,10,4,16,4,15,,,,,7,12,11,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003957,4,27,39,19,4,0,0,9,6,3,18,4,19,,,,,7,7,14,9,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003967,5,26,44,18,1,0,3,5,8,5,14,5,18,,,,,3,6,8,22,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003977,6,27,35,27,3,4,4,7,5,5,8,5,5,,,,,7,18,6,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003987,7,35,26,26,4,1,1,5,7,5,12,11,9,,,,,8,3,5,11,
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003157,1,28,15,5,8,0,3,0,3,1,17,11,29,,,,,1,19,8,45,
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003167,2,25,35,12,2,0,1,4,4,1,13,6,32,,,,,5,10,12,45,
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003177,3,19,26,8,4,0,0,3,1,0,18,10,33,,,,,2,6,13,56,
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003187,4,30,27,9,7,1,0,1,4,4,8,5,36,,,,,4,9,10,49,
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003197,5,23,28,19,4,0,0,1,1,4,20,13,25,,,,,2,9,9,46,
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003207,6,5,4,1,0,0,0,0,0,0,0,1,5,,,,,1,2,4,9,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004047,1,26,30,22,8,1,0,5,2,2,19,1,21,,,,,4,13,12,29,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004057,2,36,35,19,3,2,2,5,3,2,6,8,29,,,,,2,9,10,26,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004067,3,17,41,27,7,1,0,2,0,2,15,3,17,,,,,3,8,13,28,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004077,4,31,31,25,2,1,1,4,6,4,14,2,18,,,,,3,6,13,23,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004087,5,33,40,18,7,1,1,3,4,6,15,4,13,,,,,3,8,7,23,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004097,6,29,38,26,2,0,1,7,4,6,15,3,28,,,,,3,9,11,21,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004107,7,31,39,21,5,0,0,6,2,4,9,2,22,,,,,5,13,6,28,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004117,8,26,23,28,5,0,1,4,7,2,12,5,11,,,,,4,9,8,24,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004127,9,32,26,17,8,0,4,7,10,0,16,8,11,,,,,5,6,6,16,
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004137,10,3,2,2,2,1,0,1,1,1,6,0,4,,,,,1,1,2,3,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004417,1,32,52,16,3,2,0,2,9,4,17,3,14,,,,,2,12,10,15,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004427,2,24,30,22,6,1,2,3,11,3,27,6,11,,,,,7,6,12,16,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004437,3,18,38,21,2,2,0,6,17,3,15,3,16,,,,,5,7,15,27,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004447,4,25,36,27,8,0,1,3,8,1,27,4,10,,,,,4,10,9,19,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004457,5,11,48,23,2,2,2,4,8,3,19,2,14,,,,,6,15,17,18,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004467,6,27,38,20,4,4,0,3,8,3,19,5,17,,,,,0,18,13,19,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004477,7,27,34,24,3,0,0,1,6,2,15,3,11,,,,,4,13,10,31,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004487,8,26,33,22,5,0,1,5,8,2,24,3,17,,,,,2,9,14,19,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004497,9,22,42,19,4,2,3,3,4,8,15,3,18,,,,,1,9,16,18,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004507,10,24,47,23,3,1,0,2,7,5,9,4,9,,,,,3,11,11,16,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004517,11,26,37,33,3,0,1,4,7,2,14,8,17,,,,,5,13,11,13,
1,Tomás Frías,1,Potosí,1494,Potosí,35,Esc. Cleto Loayza,5004527,12,14,28,17,6,3,1,3,8,3,12,1,9,,,,,4,5,9,12,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000177,1,23,36,26,3,1,1,2,6,7,13,5,18,,,,,2,20,7,20,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000187,2,22,27,28,3,3,0,3,9,3,13,6,11,,,,,7,4,15,29,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000197,3,23,31,30,3,0,1,5,5,8,12,2,24,,,,,4,8,16,23,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000207,4,19,34,32,8,2,1,4,0,11,15,2,12,,,,,5,7,15,18,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000217,5,26,36,20,4,1,3,4,10,8,18,2,13,,,,,7,7,13,20,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000227,6,24,33,44,5,1,1,6,7,9,11,6,12,,,,,5,7,13,18,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000237,7,20,35,27,4,1,1,0,6,5,19,3,16,,,,,4,12,18,22,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000247,8,26,28,25,4,1,1,3,8,3,14,11,13,,,,,10,7,15,18,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000257,9,26,28,27,2,0,2,5,2,8,20,6,13,,,,,7,18,18,16,
1,Tomás Frías,1,Potosí,1494,Potosí,36,Kinder Ismael Montes,5000267,10,42,29,37,12,1,0,3,6,1,14,8,16,,,,,3,9,7,13,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003657,1,30,40,16,10,1,1,4,5,3,18,7,14,,,,,3,10,11,23,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003667,2,22,23,34,7,0,1,3,7,2,13,7,27,,,,,4,7,7,26,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003677,3,25,29,28,4,2,2,1,10,1,18,6,17,,,,,3,5,15,31,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003687,4,26,33,34,5,1,0,4,10,3,14,7,20,,,,,9,6,14,18,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003697,5,31,30,36,6,1,2,3,1,4,11,7,19,,,,,4,2,14,25,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003707,6,29,30,22,6,0,1,7,4,5,15,3,18,,,,,8,11,14,23,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003717,7,15,31,31,3,1,0,2,4,6,23,5,17,,,,,5,12,8,16,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003727,8,23,31,22,7,1,0,1,4,2,16,3,16,,,,,4,11,17,23,
1,Tomás Frías,1,Potosí,1494,Potosí,38,Col. 31 de Octubre,5003737,9,2,3,2,0,0,0,1,0,0,2,0,2,,,,,0,1,0,1,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006077,1,25,29,32,5,1,1,3,2,3,14,7,12,,,,,6,10,10,14,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006087,2,24,29,22,5,1,2,6,3,4,14,7,8,,,,,5,9,13,24,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006097,3,25,25,22,8,1,1,4,6,5,20,7,12,,,,,3,12,14,26,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006107,4,27,32,28,4,1,0,3,2,5,19,7,17,,,,,8,5,8,26,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006117,5,28,33,28,4,3,2,6,7,5,13,5,16,,,,,1,8,17,16,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006127,6,30,29,12,5,0,1,4,4,5,17,6,22,,,,,4,7,22,18,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006137,7,28,37,28,6,1,2,2,7,3,20,8,17,,,,,4,8,22,15,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006147,8,31,26,27,2,2,2,6,2,5,18,5,32,,,,,7,8,15,22,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006157,9,18,38,17,6,1,1,4,7,4,11,6,24,,,,,4,10,17,18,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006167,10,21,30,26,6,3,3,2,8,2,18,4,25,,,,,1,6,15,19,
1,Tomás Frías,1,Potosí,1494,Potosí,39,U. E. José David Berrios,5006177,11,11,20,17,3,1,0,2,1,0,10,1,20,,,,,5,3,18,10,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003747,1,21,32,32,10,2,1,7,5,0,19,3,16,,,,,7,10,16,17,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003757,2,16,35,27,3,1,0,2,2,2,22,3,19,,,,,5,11,20,33,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003767,3,23,23,34,8,4,1,1,1,3,21,2,23,,,,,4,7,13,22,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003777,4,14,16,30,4,1,1,5,7,4,8,7,10,,,,,4,9,20,10,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003787,5,21,32,26,7,1,1,5,2,2,22,4,22,,,,,2,5,26,24,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003797,6,19,32,27,9,2,4,3,3,2,21,5,19,,,,,5,7,16,22,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003807,7,25,32,36,6,0,0,4,2,2,22,3,18,,,,,3,9,21,21,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003817,8,23,33,33,4,1,1,6,6,6,11,2,22,,,,,8,7,18,15,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003827,9,20,45,20,3,1,1,1,6,4,23,4,15,,,,,6,6,21,30,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003837,10,27,41,27,7,0,4,3,3,1,21,2,19,,,,,4,5,18,19,
1,Tomás Frías,1,Potosí,1494,Potosí,40,U.E. 31 de Octubre,5003847,11,3,5,7,2,2,0,3,5,1,4,1,2,,,,,0,0,4,6,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005777,1,23,18,16,8,0,0,8,3,2,21,6,28,,,,,9,8,17,24,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005787,2,24,34,21,6,1,0,3,6,1,15,1,21,,,,,4,12,19,27,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005797,3,31,33,20,3,1,5,3,4,2,16,2,21,,,,,5,9,9,34,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005807,4,18,20,24,6,0,5,2,7,6,15,9,29,,,,,1,8,11,29,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005817,5,24,35,25,6,2,3,3,4,3,11,6,15,,,,,7,11,7,32,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005827,6,28,30,26,4,2,0,3,4,1,14,8,17,,,,,3,11,18,22,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005837,7,24,38,24,5,6,4,2,3,1,17,7,18,,,,,5,13,12,25,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005847,8,26,32,21,8,0,2,5,3,0,17,5,26,,,,,2,12,16,30,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005857,9,33,31,26,4,1,2,2,3,3,14,2,29,,,,,10,9,16,12,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005867,10,16,27,26,7,1,0,6,7,2,20,6,32,,,,,3,9,11,27,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005877,11,39,21,19,6,3,3,2,6,2,16,7,19,,,,,5,10,11,25,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005887,12,16,38,16,9,3,1,7,9,3,14,10,24,,,,,7,11,12,11,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005897,13,26,13,35,3,2,3,3,6,1,16,5,17,,,,,3,5,20,23,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005907,14,32,24,32,7,0,1,2,4,7,12,9,17,,,,,5,12,13,16,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005917,15,20,32,22,6,0,1,6,4,1,9,6,25,,,,,6,9,15,23,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005927,16,22,30,25,8,2,0,2,6,2,14,7,18,,,,,1,9,11,36,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005937,17,27,32,25,5,1,0,0,5,5,9,8,22,,,,,2,5,16,27,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005947,18,16,29,35,10,1,1,3,8,4,13,8,6,,,,,4,6,10,26,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005957,19,34,24,24,9,0,3,4,4,3,14,6,24,,,,,6,6,12,17,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005967,20,27,29,13,13,1,1,2,6,1,14,7,22,,,,,3,11,9,33,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005977,21,22,26,30,4,4,1,3,7,3,11,5,19,,,,,10,9,9,35,
1,Tomás Frías,1,Potosí,1494,Potosí,42,Esc. Topater,5005987,22,16,9,11,5,1,3,0,1,2,6,3,3,,,,,2,5,2,11,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004717,1,21,36,24,5,1,0,3,2,1,12,5,20,,,,,5,15,16,27,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004727,2,21,44,31,2,1,2,3,1,2,13,7,21,,,,,2,9,12,21,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004737,3,21,30,31,8,3,1,1,3,7,11,3,15,,,,,5,14,18,15,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004747,4,23,36,28,4,1,0,0,5,6,17,11,12,,,,,8,2,11,26,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004757,5,20,34,37,2,3,1,4,3,2,11,4,19,,,,,5,5,13,18,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004767,6,15,36,35,11,0,3,3,5,2,13,5,21,,,,,7,17,17,19,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004777,7,25,36,25,8,0,1,2,7,6,13,1,23,,,,,3,8,15,20,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004787,8,22,28,24,5,1,1,2,8,5,26,5,24,,,,,7,9,12,14,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004797,9,26,25,25,7,0,0,6,10,4,11,9,14,,,,,6,6,11,16,
1,Tomás Frías,1,Potosí,1494,Potosí,43,Esc. Enrique Viana,5004807,10,7,4,6,0,0,0,1,1,1,5,6,6,,,,,4,1,0,2,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004577,1,38,35,19,4,0,2,4,4,2,45,5,8,,,,,5,8,11,8,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004587,2,16,41,25,3,0,0,2,7,3,37,6,6,,,,,3,10,9,10,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004597,3,19,30,28,6,0,0,8,9,5,25,1,8,,,,,4,8,9,11,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004607,4,24,26,35,3,2,1,7,2,2,22,5,19,,,,,8,6,7,12,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004617,5,22,40,23,1,0,0,2,7,3,57,3,12,,,,,6,7,4,4,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004627,6,26,35,26,6,0,1,2,9,5,23,7,9,,,,,3,6,7,16,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004637,7,16,43,35,4,3,1,5,9,2,20,5,15,,,,,2,10,9,11,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004647,8,24,43,25,3,0,0,7,5,6,38,3,9,,,,,3,0,8,12,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004657,9,19,33,31,5,2,1,4,1,5,38,7,11,,,,,8,5,8,18,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004667,10,31,31,26,6,1,1,4,4,1,22,1,9,,,,,2,10,15,11,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004677,11,24,44,24,3,2,1,5,3,5,21,3,8,,,,,1,10,13,9,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004687,12,26,36,31,6,3,2,6,8,7,25,5,8,,,,,4,5,10,7,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004697,13,21,45,23,5,4,2,2,5,4,27,6,9,,,,,8,10,9,8,
1,Tomás Frías,1,Potosí,1494,Potosí,44,U. E. Germán Busch  A,5004707,14,8,22,9,5,1,0,2,1,0,5,2,4,,,,,2,5,9,5,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007207,1,20,29,23,4,4,1,3,1,3,56,3,7,,,,,0,9,8,8,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007217,2,18,25,34,5,2,0,5,2,2,42,3,9,,,,,4,3,5,5,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007227,3,24,25,35,5,3,3,2,3,2,30,2,6,,,,,4,3,9,6,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007237,4,16,20,27,2,3,1,5,2,10,35,4,14,,,,,2,0,8,8,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007247,5,21,20,29,5,2,2,5,0,1,65,3,14,,,,,5,3,8,8,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007257,6,20,26,17,9,4,1,5,3,3,51,4,9,,,,,3,1,1,2,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007267,7,26,22,30,5,2,2,1,3,2,43,0,10,,,,,6,4,7,10,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007277,8,24,34,36,4,3,2,4,5,5,45,2,3,,,,,2,3,6,4,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007287,9,21,24,24,2,1,0,6,3,4,52,6,5,,,,,1,5,6,6,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007297,10,20,23,29,3,2,0,3,2,7,62,4,5,,,,,0,8,0,5,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007307,11,18,31,23,3,3,0,4,1,3,27,2,5,,,,,4,7,10,6,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007317,12,19,27,23,4,0,0,5,2,3,45,0,7,,,,,1,4,6,5,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007327,13,17,13,29,3,4,1,5,4,7,50,8,6,,,,,0,3,5,7,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007337,14,19,20,32,3,2,3,4,4,3,44,2,4,,,,,3,6,7,5,
1,Tomás Frías,1,Potosí,1494,Potosí,45,Esc. 6 de Junio,5007347,15,17,28,27,1,1,1,1,3,9,23,1,3,,,,,4,5,5,6,
1,Tomás Frías,1,Potosí,1494,Potosí,46,Esc. Karachipampa,5006667,1,18,31,36,5,5,1,7,2,5,20,1,8,,,,,16,8,10,2,
1,Tomás Frías,1,Potosí,1494,Potosí,46,Esc. Karachipampa,5006677,2,28,20,35,3,3,0,10,2,2,26,0,3,,,,,7,9,10,4,
1,Tomás Frías,1,Potosí,1494,Potosí,46,Esc. Karachipampa,5006687,3,19,16,25,5,5,2,8,3,9,16,6,7,,,,,18,5,10,2,
1,Tomás Frías,1,Potosí,1494,Potosí,46,Esc. Karachipampa,5006697,4,23,15,34,3,0,0,5,4,3,29,2,9,,,,,11,6,12,3,
1,Tomás Frías,1,Potosí,1494,Potosí,48,Lic. Sucre,5003217,1,18,31,19,1,0,0,3,4,2,13,7,29,,,,,2,6,15,30,
1,Tomás Frías,1,Potosí,1494,Potosí,48,Lic. Sucre,5003227,2,24,35,32,4,0,0,4,7,4,14,3,21,,,,,8,8,19,20,
1,Tomás Frías,1,Potosí,1494,Potosí,48,Lic. Sucre,5003237,3,23,32,25,7,0,2,3,9,3,14,2,14,,,,,7,8,19,26,
1,Tomás Frías,1,Potosí,1494,Potosí,48,Lic. Sucre,5003247,4,30,25,33,5,0,3,1,6,1,16,6,15,,,,,7,11,11,18,
1,Tomás Frías,1,Potosí,1494,Potosí,48,Lic. Sucre,5003257,5,13,12,10,3,0,1,2,5,1,7,3,16,,,,,4,1,4,15,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006897,1,20,30,30,2,1,2,10,2,4,15,5,13,,,,,6,8,16,12,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006907,2,26,30,30,4,2,3,9,5,2,14,5,10,,,,,8,3,10,16,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006917,3,17,27,34,3,1,1,7,3,2,14,7,19,,,,,6,9,13,17,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006927,4,21,21,36,5,0,2,1,12,1,12,6,10,,,,,8,7,20,7,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006937,5,25,46,33,3,1,0,4,3,3,10,7,20,,,,,7,7,5,12,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006947,6,25,18,30,5,3,1,3,12,5,11,4,10,,,,,7,9,13,13,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006957,7,10,25,38,5,4,2,2,8,4,9,6,9,,,,,6,11,20,14,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5006967,8,22,32,41,5,1,0,7,8,4,11,7,8,,,,,7,8,15,17,
