CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA,MTS,CDC,PDC,ISA,APB-SUMATE,A-UPP,NGP
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002651,16,36,5,44,18,6,4,4,4
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002661,17,37,7,41,15,9,0,4,7
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002671,18,37,9,44,19,5,0,4,1
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002681,19,34,8,42,9,6,4,6,6
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002691,20,25,3,25,22,5,0,6,9
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007461,1,27,9,44,16,6,3,4,4
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007471,2,47,4,53,17,3,0,4,4
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007481,3,42,6,52,11,4,1,4,3
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007491,4,36,7,53,16,6,1,2,3
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007501,5,40,7,54,16,3,2,5,6
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007511,6,45,4,47,18,4,1,5,1
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007521,7,26,5,42,31,4,4,9,5
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007531,8,38,6,45,14,4,4,5,1
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007541,9,25,19,31,13,6,0,3,6
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007551,10,44,6,53,16,5,1,1,0
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007561,11,44,11,55,16,3,0,1,2
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007571,12,45,6,57,15,6,1,6,3
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007581,13,22,5,39,18,3,1,3,6
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007231,1,41,3,68,7,1,2,1,5
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007241,2,43,6,52,19,2,1,6,10
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007251,3,40,10,51,16,2,2,3,6
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007261,4,24,9,58,19,5,1,4,7
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007271,5,47,5,46,20,3,1,5,6
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007281,6,51,3,51,30,2,0,5,5
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007291,7,53,11,55,12,5,0,3,4
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007301,8,35,5,57,22,11,1,2,11
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007311,9,42,8,44,17,2,1,1,8
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007321,10,43,6,47,17,11,3,5,9
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007331,11,33,4,62,16,4,1,3,4
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007341,12,39,9,52,18,8,0,4,10
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007351,13,44,6,59,16,4,3,2,6
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007361,14,45,4,59,11,3,0,2,8
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007371,15,35,4,70,19,2,2,1,6
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007381,16,36,4,65,16,6,0,2,3
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007391,17,28,6,39,17,8,4,4,4
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007401,18,17,4,19,2,2,0,0,3
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003391,1,31,10,41,23,7,3,3,5
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003401,2,33,8,42,12,8,2,8,8
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003411,3,33,8,43,25,3,2,4,5
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003421,4,46,11,33,21,12,0,4,7
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003431,5,42,6,44,10,4,1,8,3
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003441,6,41,6,49,15,7,0,5,9
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003451,7,32,10,31,16,11,2,2,14
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003461,8,36,6,36,12,10,1,3,9
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003471,9,43,6,39,15,4,2,2,12
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003481,10,36,4,42,17,12,1,5,5
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003491,11,43,12,48,18,7,1,5,8
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003501,12,34,3,51,18,8,1,5,9
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003511,13,41,11,40,16,7,0,7,3
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003521,14,48,8,40,19,14,1,7,5
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003531,15,41,8,32,21,22,2,9,7
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003541,16,46,8,36,14,5,0,12,7
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003551,17,35,7,54,22,5,0,1,9
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003561,18,44,12,47,12,7,1,3,9
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003571,19,35,5,34,18,12,1,6,5
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003581,20,46,7,44,26,4,1,3,8
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002701,1,40,9,57,19,7,1,3,8
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002711,2,44,5,43,31,7,2,4,8
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002721,3,39,10,46,16,7,2,4,7
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002731,4,29,5,46,16,8,2,2,11
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002741,5,42,7,34,24,2,0,7,6
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002751,6,34,7,47,24,7,1,3,6
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002761,7,53,12,44,24,2,1,5,9
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002771,8,44,8,38,30,5,2,8,9
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002781,9,55,5,40,22,10,2,3,5
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002791,10,33,8,36,36,7,4,4,10
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002801,11,43,5,53,23,7,1,2,5
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002811,12,31,4,50,22,6,2,5,5
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002821,13,44,13,26,16,8,2,2,7
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002831,14,13,4,10,8,7,0,2,2
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001781,1,43,9,40,17,5,2,5,7
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001791,2,47,6,42,19,12,0,7,3
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001801,3,36,8,41,16,5,0,2,10
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001811,4,22,9,35,19,6,0,6,5
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001821,5,38,6,53,16,2,0,6,7
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001831,6,36,9,44,10,6,0,2,11
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001841,7,39,7,38,18,7,3,3,6
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001851,8,34,11,46,14,9,2,5,9
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001861,9,29,4,49,20,4,1,3,1
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001871,10,5,2,8,3,2,0,0,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003801,1,42,5,67,17,1,0,3,6
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003811,2,57,11,49,13,2,1,2,3
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003821,3,43,10,63,10,5,1,2,6
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003831,4,48,11,64,14,2,3,4,5
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003841,5,39,5,49,13,8,2,0,7
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003851,6,54,10,63,24,10,1,1,11
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003861,7,44,8,65,9,5,0,1,4
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003871,8,53,11,44,22,5,1,6,5
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003881,9,49,9,62,19,3,2,1,9
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003891,10,45,11,62,16,3,3,2,2
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003901,11,37,3,58,26,6,1,2,8
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003911,12,60,7,56,14,3,0,1,3
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003921,13,45,7,67,17,2,0,2,7
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003931,14,46,4,52,26,2,2,5,7
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003941,15,35,6,63,25,3,0,3,4
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003951,16,45,6,39,18,10,3,1,7
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003961,17,40,7,64,16,7,1,4,5
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003971,18,46,5,59,11,1,5,3,7
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003981,19,65,4,48,22,1,4,4,7
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003991,20,32,1,29,4,0,1,0,4
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003081,1,33,3,40,13,5,3,4,10
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003091,2,45,3,37,17,5,5,7,3
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003101,3,32,1,50,22,6,0,1,7
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003111,4,26,1,49,17,5,1,5,11
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003121,5,21,4,32,22,9,2,9,2
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003131,6,36,6,32,21,11,3,7,16
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003141,7,35,6,49,20,6,4,11,10
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003151,8,41,11,32,17,10,1,3,6
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003161,9,47,9,32,18,3,2,4,5
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003171,10,31,5,39,22,11,1,7,8
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003181,11,30,11,42,20,3,2,4,2
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003191,12,42,8,33,15,9,4,3,2
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003201,13,30,8,45,31,3,1,7,7
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003211,14,37,10,33,25,2,2,6,11
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003221,15,28,8,43,29,9,1,7,1
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003231,16,29,6,38,18,5,1,2,8
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003241,17,25,4,48,26,4,0,5,11
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003251,18,36,6,40,25,7,1,4,6
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003261,19,33,10,37,19,6,0,11,6
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003271,20,39,8,53,10,4,0,2,2
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003281,21,26,7,30,18,3,1,3,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006671,1,58,7,36,25,3,1,4,6
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006681,2,50,3,58,22,2,5,2,6
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006691,3,45,8,56,14,3,1,6,6
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006701,4,42,8,48,15,3,3,2,9
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006711,5,40,6,60,24,2,0,3,8
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006721,6,48,10,44,12,4,3,4,11
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006731,7,51,5,40,20,2,0,4,10
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006741,8,58,4,62,15,1,3,6,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006751,9,41,5,66,19,5,1,3,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006761,10,50,8,43,16,7,0,2,3
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006771,11,6,1,4,1,1,2,0,2
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004471,1,43,9,40,13,9,3,5,5
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004481,2,48,9,40,16,3,3,2,5
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004491,3,42,8,42,15,4,1,3,4
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004501,4,45,17,51,20,10,1,6,8
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004511,5,43,5,55,18,2,1,4,7
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004521,6,44,9,58,15,2,1,3,6
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004531,7,30,8,56,15,6,2,3,2
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004541,8,39,5,43,22,8,1,5,6
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004551,9,42,6,35,17,5,3,2,3
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004561,10,49,13,44,12,5,3,2,3
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004571,11,33,4,57,23,5,1,2,6
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004581,12,40,17,54,13,4,1,2,4
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004591,13,42,12,43,20,3,1,7,5
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004601,14,13,4,13,8,2,0,0,1
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006561,1,46,9,58,11,4,2,1,5
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006571,2,48,13,65,13,2,5,1,10
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006581,3,43,7,54,14,7,4,4,5
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006591,4,39,7,66,17,3,2,3,5
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006601,5,39,6,55,14,1,2,3,3
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003291,1,33,4,28,29,9,1,4,4
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003301,2,39,7,28,28,5,1,3,10
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003311,3,31,13,28,22,11,2,7,6
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003321,4,35,5,36,21,7,2,5,6
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003331,5,39,5,23,27,10,2,9,5
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003341,6,33,4,32,21,10,1,8,3
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003351,7,30,4,29,25,12,0,5,4
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003361,8,32,10,21,27,13,0,4,11
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003371,9,29,3,38,21,9,1,3,6
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003381,10,4,1,2,1,0,1,2,2
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006481,1,57,10,65,16,1,1,0,6
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006491,2,56,5,53,14,7,2,1,6
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006501,3,62,5,47,21,4,6,3,2
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006511,4,57,5,68,9,2,1,3,5
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006521,5,54,4,54,10,5,7,4,4
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006531,6,54,1,60,17,8,2,1,5
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006541,7,55,7,58,10,6,1,4,4
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006551,8,16,4,28,3,2,0,0,7
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003591,1,38,8,50,23,8,2,1,5
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003601,2,35,5,27,20,5,1,2,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003611,3,48,3,37,20,6,1,2,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003621,4,42,7,34,23,13,3,7,6
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003631,5,60,4,47,22,5,2,0,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003641,6,35,7,48,25,9,2,4,5
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003651,7,38,4,47,18,8,1,8,5
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003661,8,40,8,30,31,7,3,6,7
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003671,9,36,5,29,29,6,2,4,10
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003681,10,38,12,22,21,13,0,3,11
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003691,11,24,9,40,20,5,2,6,27
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003701,12,39,12,34,17,7,2,4,11
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003711,13,42,5,67,17,5,0,1,3
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003721,14,40,10,51,18,3,2,4,3
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003731,15,34,6,38,17,9,2,4,6
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003741,16,36,7,44,19,6,1,11,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003751,17,42,4,47,11,11,3,3,10
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003761,18,43,9,39,29,9,0,2,2
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003771,19,37,2,30,12,23,0,3,5
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003781,20,40,4,31,21,12,3,7,13
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003791,21,8,1,5,0,0,1,0,0
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004281,1,42,11,54,23,4,2,5,8
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004291,2,65,8,49,15,4,0,3,11
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004301,3,47,9,39,19,3,2,0,6
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004311,4,49,8,47,20,2,1,3,8
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004321,5,53,7,56,18,3,0,3,6
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004331,6,52,8,67,22,5,1,3,7
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004341,7,52,9,42,25,1,1,6,8
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004351,8,34,7,63,12,3,3,3,3
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004361,9,44,9,59,18,2,2,2,6
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004371,10,45,7,48,22,5,2,3,7
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004381,11,56,14,54,21,4,0,2,1
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004391,12,42,7,46,10,2,2,5,5
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004401,13,41,7,74,12,4,5,1,5
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004411,14,34,6,55,14,0,1,2,10
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004421,15,40,9,68,14,1,1,1,7
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004431,16,39,9,73,19,1,1,2,5
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004441,17,28,13,72,21,3,1,6,3
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004451,18,44,7,62,23,5,0,4,4
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004461,19,38,8,32,10,3,2,1,3
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005391,1,41,5,53,21,5,3,1,5
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005401,2,47,9,66,20,1,0,3,4
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005411,3,44,9,50,11,4,0,3,5
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005421,4,43,10,72,18,0,2,3,5
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005431,5,42,8,59,27,3,0,0,6
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005441,6,50,8,45,21,5,1,4,6
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005451,7,39,5,48,39,2,0,1,6
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005461,8,40,5,60,19,4,1,4,7
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005471,9,38,6,61,31,3,0,1,5
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005481,10,37,4,55,15,6,2,5,2
1,Cercado,1,Tarija,2680,Tarija,25714,U.E. Aniceto Arce,6002001,1,69,10,58,16,0,0,6,5
1,Cercado,1,Tarija,2680,Tarija,25714,U.E. Aniceto Arce,6002011,2,60,5,68,12,2,2,4,2
1,Cercado,1,Tarija,2680,Tarija,25714,U.E. Aniceto Arce,6002021,3,48,10,65,23,1,1,1,11
1,Cercado,1,Tarija,2680,Tarija,25714,U.E. Aniceto Arce,6002031,4,33,7,44,14,1,0,2,4
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004031,1,30,9,31,18,6,1,3,11
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004041,2,28,4,37,18,9,4,6,9
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004051,3,37,5,34,31,4,0,5,12
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004061,4,33,8,33,22,6,1,10,10
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004071,5,25,4,50,27,9,1,6,6
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004081,6,8,3,9,3,1,0,0,1
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007411,1,23,9,67,13,2,2,3,4
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007421,2,40,6,47,8,2,1,8,6
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007431,3,24,8,64,18,3,2,3,10
